,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
20668,20.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,19018.041518420494
20669,36.0,4.0,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,33,19018.041518420494
20670,27.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,,No,Metropolitian,20,19018.041518420494
20671,39.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,,34,19018.041518420494
20672,27.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,19018.041518420494
20673,22.0,2.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,19018.041518420494
20674,22.0,4.2,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,37,19018.041518420494
20675,21.0,4.8,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,29,19018.041518420494
20676,20.0,4.9,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,19013.169655653328
20677,31.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,19013.169655653328
20678,29.0,4.6,Fog,Medium,1,Drinks,scooter,,No,Urban,15,19013.169655653328
20679,,,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,38,19013.169655653328
20680,37.0,3.6,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,37,19013.169655653328
20681,35.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,19013.169655653328
20682,27.0,4.8,Windy,Low,1,Buffet,scooter,,No,Metropolitian,17,19013.169655653328
20683,33.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,31,19013.169655653328
20684,32.0,4.9,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,31,19013.169655653328
20685,35.0,4.1,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,19013.169655653328
20686,20.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,19013.169655653328
20687,34.0,5.0,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,19013.169655653328
20688,33.0,4.6,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,19012.29022103029
20689,20.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,19012.29022103029
20690,27.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,19012.29022103029
20691,34.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,18,19012.29022103029
20692,21.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,22,19012.29022103029
20693,34.0,5.0,Sandstorms,Low,2,Meal,motorcycle,,No,Metropolitian,24,19012.29022103029
20694,35.0,4.1,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,44,19012.29022103029
20695,36.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,23,19012.29022103029
20696,31.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,19012.29022103029
20697,21.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,17,19012.29022103029
20698,24.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,19012.29022103029
20699,33.0,4.7,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,49,19003.791151464367
20700,21.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,19003.791151464367
20701,34.0,4.9,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,19,19003.791151464367
20702,26.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,19003.791151464367
20703,25.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,19003.791151464367
20704,25.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,19003.791151464367
20705,31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,19003.791151464367
20706,20.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,19003.791151464367
20707,25.0,4.9,Stormy,Low,2,Meal,motorcycle,1.0,,Metropolitian,10,19003.791151464367
20708,38.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,19003.791151464367
20709,33.0,4.6,Windy,High,1,Snack,scooter,,No,Metropolitian,27,19003.791151464367
20710,35.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,19003.67786621142
20711,23.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,19003.67786621142
20712,35.0,4.1,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,19003.67786621142
20713,27.0,5.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,19003.67786621142
20714,27.0,4.5,Sunny,Jam,1,Meal,scooter,,No,Urban,13,19003.67786621142
20715,26.0,4.9,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,22,19003.67786621142
20716,32.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,19003.67786621142
20717,32.0,4.2,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,33,19003.67786621142
20718,38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,19003.67786621142
20719,36.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,19001.128420905377
20720,21.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,19001.128420905377
20721,35.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,29,19001.128420905377
20722,20.0,4.5,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,19001.128420905377
20723,,,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,19001.128420905377
20724,23.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,19001.128420905377
20725,21.0,4.5,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,19001.128420905377
20726,27.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,19001.128420905377
20727,,,,,0,Drinks,motorcycle,1.0,No,Urban,22,19001.128420905377
20728,,,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24,19001.128420905377
20729,23.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,19001.128420905377
20730,22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,19001.128420905377
20731,,,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,35,18987.864806353202
20732,38.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,,31,18987.864806353202
20733,24.0,4.7,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,18987.864806353202
20734,28.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,15,18976.87422704444
20735,34.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,18976.87422704444
20736,29.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,18976.87422704444
20737,25.0,4.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,18976.87422704444
20738,31.0,4.0,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,39,18976.87422704444
20739,28.0,4.6,Fog,Low,1,Buffet,motorcycle,,No,Urban,17,18976.87422704444
20740,33.0,5.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,18976.87422704444
20741,37.0,4.7,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Urban,19,18976.87422704444
20742,,,Cloudy,Jam,0,Meal,motorcycle,3.0,Yes,Semi-Urban,47,18976.87422704444
20743,39.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,39,18976.87422704444
20744,28.0,4.9,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Urban,27,18973.81515606006
20745,28.0,4.6,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,18973.81515606006
20746,29.0,4.7,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,18973.81515606006
20747,,,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,45,18973.81515606006
20748,25.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,18971.194510812278
20749,36.0,3.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,18971.194510812278
20750,23.0,4.1,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,18971.194510812278
20751,36.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,18971.194510812278
20752,,,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,31,18971.194510812278
20753,23.0,4.2,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,18971.194510812278
20754,30.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,18971.194510812278
20755,21.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,18971.194510812278
20756,25.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,38,18971.194510812278
20757,28.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,20,18971.194510812278
20758,26.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,18970.77501389631
20759,23.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,18970.77501389631
20760,35.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,18970.77501389631
20761,35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,16,18970.77501389631
20762,39.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,49,18970.77501389631
20763,34.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,18970.77501389631
20764,22.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,18,18970.77501389631
20765,27.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,44,18970.77501389631
20766,38.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Semi-Urban,49,18970.77501389631
20767,20.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,18970.77501389631
20768,25.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,22,18966.461472139083
20769,23.0,4.6,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,23,18966.461472139083
20770,22.0,4.7,Fog,Jam,1,Meal,scooter,2.0,Yes,Metropolitian,39,18966.461472139083
20771,27.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,15,18966.461472139083
20772,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,18966.461472139083
20773,38.0,4.7,Sunny,Low,2,Buffet,scooter,,No,Urban,10,18966.461472139083
20774,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,26,18966.461472139083
20775,32.0,3.9,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,18966.461472139083
20776,25.0,4.1,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,41,18966.461472139083
20777,22.0,4.5,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,14,18962.229342762494
20778,26.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,18961.650980639388
20779,32.0,3.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,18961.650980639388
20780,31.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,18961.650980639388
20781,22.0,4.6,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,26,18961.650980639388
20782,35.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,41,18961.650980639388
20783,36.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,18961.650980639388
20784,34.0,4.4,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,40,18961.650980639388
20785,27.0,4.4,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,43,18961.650980639388
20786,29.0,4.9,Fog,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,44,18961.650980639388
20787,20.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,18961.650980639388
20788,25.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,18961.650980639388
20789,25.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,27,18960.57338973966
20790,21.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,18960.57338973966
20791,23.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,18960.57338973966
20792,35.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,18957.97149248422
20793,20.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,18950.536183209788
20794,24.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,18950.536183209788
20795,33.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,21,18950.536183209788
20796,31.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,18950.536183209788
20797,34.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,18950.536183209788
20798,20.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,17,18950.536183209788
20799,35.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,18950.536183209788
20800,35.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,43,18950.536183209788
20801,20.0,4.6,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,20,18950.536183209788
20802,20.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,18950.536183209788
20803,37.0,4.4,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32,18950.536183209788
20804,38.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,18945.739324286536
20805,29.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,19,18945.739324286536
20806,26.0,4.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,37,18945.739324286536
20807,32.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,27,18945.739324286536
20808,28.0,5.0,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Urban,28,18945.739324286536
20809,39.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,18945.739324286536
20810,36.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,18945.739324286536
20811,27.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,18945.739324286536
20812,22.0,4.6,Sunny,Medium,1,Meal,scooter,,No,Metropolitian,16,18945.739324286536
20813,33.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,18945.739324286536
20814,36.0,4.4,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,37,18945.739324286536
20815,23.0,4.7,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,18944.01709820788
20816,20.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,18944.01709820788
20817,26.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,18944.01709820788
20818,37.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,20,18944.01709820788
20819,36.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,18944.01709820788
20820,37.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,27,18944.01709820788
20821,33.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,49,18944.01709820788
20822,35.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,24,18944.01709820788
20823,28.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,16,18944.01709820788
20824,33.0,4.8,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,18,18939.989785709917
20825,39.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,18939.989785709917
20826,23.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,19,18939.989785709917
20827,27.0,4.6,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,27,18939.989785709917
20828,28.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,36,18939.989785709917
20829,37.0,4.6,Stormy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,31,18939.989785709917
20830,34.0,4.5,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,15,18939.989785709917
20831,34.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,18939.989785709917
20832,35.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,18939.989785709917
20833,25.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,18939.989785709917
20834,21.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,,No,,19,18939.989785709917
20835,35.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,18931.40112141859
20836,24.0,4.2,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,18931.40112141859
20837,36.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,,24,18931.40112141859
20838,22.0,4.8,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,15,18931.40112141859
20839,29.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30,18931.40112141859
20840,33.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,18931.40112141859
20841,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31,18931.40112141859
20842,21.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,18931.40112141859
20843,29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,18931.40112141859
20844,23.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,18931.40112141859
20845,31.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,18931.40112141859
20846,36.0,4.3,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,32,18931.40112141859
20847,34.0,4.2,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,32,18931.40112141859
20848,35.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,18931.40112141859
20849,37.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,19,18914.653516929815
20850,31.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,30,18914.653516929815
20851,36.0,4.4,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,18914.653516929815
20852,37.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,18914.653516929815
20853,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,29,18914.653516929815
20854,38.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,18914.653516929815
20855,32.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,18914.653516929815
20856,35.0,4.7,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,18,18914.653516929815
20857,31.0,4.6,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,18914.653516929815
20858,27.0,4.4,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,34,18914.653516929815
20859,29.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,18914.653516929815
20860,23.0,4.7,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,18904.60722748573
20861,35.0,4.7,Cloudy,Low,2,Buffet,scooter,,No,Urban,16,18904.60722748573
20862,23.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,20,18904.60722748573
20863,32.0,5.0,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,33,18904.60722748573
20864,37.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,20,18904.60722748573
20865,38.0,4.2,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,18904.60722748573
20866,28.0,4.8,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,18904.60722748573
20867,38.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,18904.60722748573
20868,20.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,10,18904.60722748573
20869,32.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,22,18904.60722748573
20870,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,18,18904.60722748573
20871,24.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,23,18904.60722748573
20872,37.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,18904.60722748573
20873,21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,18898.925800040273
20874,27.0,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,18898.925800040273
20875,28.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,18898.925800040273
20876,24.0,4.9,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,18898.925800040273
20877,25.0,4.5,Stormy,Medium,2,Snack,motorcycle,1.0,No,Urban,24,18898.925800040273
20878,31.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,18898.925800040273
20879,32.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,18898.925800040273
20880,39.0,4.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,33,18898.925800040273
20881,35.0,4.7,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,18,18898.925800040273
20882,20.0,4.7,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,30,18898.925800040273
20883,32.0,4.8,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,26,18898.513914512838
20884,38.0,4.3,Cloudy,Low,0,Snack,motorcycle,1.0,No,,38,18898.513914512838
20885,22.0,4.7,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,18898.513914512838
20886,20.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,16,18898.513914512838
20887,38.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,24,18898.513914512838
20888,22.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,18898.513914512838
20889,39.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,18898.513914512838
20890,33.0,4.6,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Urban,40,18898.513914512838
20891,25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,18898.513914512838
20892,39.0,3.9,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,33,18893.684497728176
20893,26.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,,19,18893.684497728176
20894,20.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,18,18893.684497728176
20895,,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,18889.391481895756
20896,31.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,18889.391481895756
20897,,,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,10,18889.391481895756
20898,25.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,10,18889.391481895756
20899,36.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,18889.391481895756
20900,28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,44,18889.391481895756
20901,36.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,42,18889.391481895756
20902,24.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,18889.391481895756
20903,32.0,4.2,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,18889.391481895756
20904,39.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,18889.391481895756
20905,21.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,18889.391481895756
20906,33.0,3.6,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,36,18889.391481895756
20907,21.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,18,18889.391481895756
20908,26.0,4.9,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,18888.322390644007
20909,20.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,18888.322390644007
20910,39.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,18888.322390644007
20911,27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,18888.322390644007
20912,24.0,5.0,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,17,18888.322390644007
20913,30.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,18888.322390644007
20914,20.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,23,18888.322390644007
20915,26.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,22,18888.322390644007
20916,32.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,18888.322390644007
20917,30.0,3.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,35,18888.322390644007
20918,33.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,18888.322390644007
20919,27.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,13,18888.322390644007
20920,20.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,14,18888.322390644007
20921,37.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,18888.322390644007
20922,20.0,4.8,Fog,Jam,0,Meal,motorcycle,2.0,No,Urban,37,18878.293814516048
20923,25.0,4.6,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,18878.293814516048
20924,29.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,18878.293814516048
20925,38.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,28,18878.293814516048
20926,31.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,,16,18878.293814516048
20927,21.0,5.0,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,18878.293814516048
